date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:13:20	48528/48528	---MCZ	200	added ('OK')	text/html	etag:%22a1f2a55027d27f48c8d5b040fa5e3a09-ssl-df%22	https://zoyothemes.com/palexi/index-1	C:/My%20Web%20Sites/Law/zoyothemes.com/palexi/index-1.html	(from )
02:13:20	1477/1477	---MCZ	404	error ('Not%20Found')	text/html	etag:1689399842-ssl-df	https://zoyothemes.com/robots.txt		(from )
02:13:21	16958/16958	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%22e30033a9dc24164b72f860b92a8e2924-ssl%22	https://zoyothemes.com/palexi/images/favicon-img.ico	C:/My%20Web%20Sites/Law/zoyothemes.com/palexi/images/favicon-img.ico	(from https://zoyothemes.com/palexi/index-1)
02:13:21	153182/153182	---MCZ	200	added ('OK')	text/css	etag:%22c795f9476d6c31205af9469effb522bd-ssl-df%22	https://zoyothemes.com/palexi/css/bootstrap.min.css	C:/My%20Web%20Sites/Law/zoyothemes.com/palexi/css/bootstrap.min.css	(from https://zoyothemes.com/palexi/index-1)
02:13:22	86891/86891	---MCZ	200	added ('OK')	text/css	etag:%22aab178e07285af3f1baf2a4d7c4a0e80-ssl-df%22	https://zoyothemes.com/palexi/css/materialdesignicons.min.css	C:/My%20Web%20Sites/Law/zoyothemes.com/palexi/css/materialdesignicons.min.css	(from https://zoyothemes.com/palexi/index-1)
02:13:22	7623/7623	---MCZ	200	added ('OK')	text/css	etag:%22eaa2e050e7254976b96d4b05824c9d54-ssl-df%22	https://zoyothemes.com/palexi/css/mobiriseicons.css	C:/My%20Web%20Sites/Law/zoyothemes.com/palexi/css/mobiriseicons.css	(from https://zoyothemes.com/palexi/index-1)
02:13:23	7782/7782	---MCZ	200	added ('OK')	text/css	etag:%22010273161e2da9779442fc9772d0ece2-ssl-df%22	https://zoyothemes.com/palexi/css/magnific-popup.css	C:/My%20Web%20Sites/Law/zoyothemes.com/palexi/css/magnific-popup.css	(from https://zoyothemes.com/palexi/index-1)
02:13:23	1397/1397	---M-Z	200	added ('OK')	text/css	etag:%22f8e8b5b45455856ac82bd0e76cd2b255-ssl-df%22	https://zoyothemes.com/palexi/css/owl.carousel.css	C:/My%20Web%20Sites/Law/zoyothemes.com/palexi/css/owl.carousel.css	(from https://zoyothemes.com/palexi/index-1)
02:13:24	1665/1665	---M-Z	200	added ('OK')	text/css	etag:%225ba6bb7e819706faa56b2c890a0afde2-ssl-df%22	https://zoyothemes.com/palexi/css/owl.theme.css	C:/My%20Web%20Sites/Law/zoyothemes.com/palexi/css/owl.theme.css	(from https://zoyothemes.com/palexi/index-1)
02:13:25	4476/4476	---MCZ	200	added ('OK')	text/css	etag:%225e56133cd06bc12a7b2fc0f11c2de847-ssl-df%22	https://zoyothemes.com/palexi/css/owl.transitions.css	C:/My%20Web%20Sites/Law/zoyothemes.com/palexi/css/owl.transitions.css	(from https://zoyothemes.com/palexi/index-1)
02:13:25	9381/9381	---MCZ	200	added ('OK')	text/css	etag:%22bef77cd0a9aaba1f90fb049e8b7a29fc-ssl-df%22	https://zoyothemes.com/palexi/css/menu.css	C:/My%20Web%20Sites/Law/zoyothemes.com/palexi/css/menu.css	(from https://zoyothemes.com/palexi/index-1)
02:13:26	19062/19062	---MCZ	200	added ('OK')	text/css	etag:%22e24ecf8692cac16da6d07c492469abd4-ssl-df%22	https://zoyothemes.com/palexi/css/style.css	C:/My%20Web%20Sites/Law/zoyothemes.com/palexi/css/style.css	(from https://zoyothemes.com/palexi/index-1)
02:13:26	2245/2245	---M-Z	200	added ('OK')	text/css	etag:%226fd2f285b4dd8236dde4396cd970190d-ssl-df%22	https://zoyothemes.com/palexi/css/colors/default.css	C:/My%20Web%20Sites/Law/zoyothemes.com/palexi/css/colors/default.css	(from https://zoyothemes.com/palexi/index-1)
