date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:23:27	2588/2588	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2021:49:00%20GMT	https://brandio.io/envato/iofrm/html/login34.html	C:/My%20Web%20Sites/loginPage/brandio.io/envato/iofrm/html/login34.html	(from )
17:23:28	107/107	---MCZ	200	added ('OK')	text/plain	date:Wed,%2025%20Sep%202024%2016:23:28%20GMT	https://brandio.io/robots.txt		(from )
17:23:28	232803/232803	---MCZ	200	added ('OK')	text/css	date:Thu,%2008%20Aug%202024%2021:49:00%20GMT	https://brandio.io/envato/iofrm/html/css/bootstrap.min.css	C:/My%20Web%20Sites/loginPage/brandio.io/envato/iofrm/html/css/bootstrap.min.css	(from https://brandio.io/envato/iofrm/html/login34.html)
17:23:28	36599/36599	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Aug%202024%2021:49:00%20GMT	https://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css	C:/My%20Web%20Sites/loginPage/brandio.io/envato/iofrm/html/css/fontawesome-all.min.css	(from https://brandio.io/envato/iofrm/html/login34.html)
17:23:29	50890/50890	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Aug%202024%2021:49:00%20GMT	https://brandio.io/envato/iofrm/html/css/iofrm-style.css	C:/My%20Web%20Sites/loginPage/brandio.io/envato/iofrm/html/css/iofrm-style.css	(from https://brandio.io/envato/iofrm/html/login34.html)
17:23:29	14254/14254	---MCZ	200	added ('OK')	text/css	date:Thu,%2008%20Aug%202024%2021:49:00%20GMT	https://brandio.io/envato/iofrm/html/css/iofrm-theme40.css	C:/My%20Web%20Sites/loginPage/brandio.io/envato/iofrm/html/css/iofrm-theme40.css	(from https://brandio.io/envato/iofrm/html/login34.html)
17:23:30	15873/15873	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2021:49:00%20GMT	https://brandio.io/envato/iofrm/html/index.html	C:/My%20Web%20Sites/loginPage/brandio.io/envato/iofrm/html/index.html	(from https://brandio.io/envato/iofrm/html/login34.html)
17:23:30	3212/3212	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2008%20Aug%202024%2021:49:00%20GMT	https://brandio.io/envato/iofrm/html/images/logo-purple.svg	C:/My%20Web%20Sites/loginPage/brandio.io/envato/iofrm/html/images/logo-purple.svg	(from https://brandio.io/envato/iofrm/html/login34.html)
17:23:30	2662/2662	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2021:49:00%20GMT	https://brandio.io/envato/iofrm/html/forget34.html	C:/My%20Web%20Sites/loginPage/brandio.io/envato/iofrm/html/forget34.html	(from https://brandio.io/envato/iofrm/html/login34.html)
17:23:30	2641/2641	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2021:49:00%20GMT	https://brandio.io/envato/iofrm/html/register34.html	C:/My%20Web%20Sites/loginPage/brandio.io/envato/iofrm/html/register34.html	(from https://brandio.io/envato/iofrm/html/login34.html)
17:23:30	86927/86927	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2008%20Aug%202024%2021:49:00%20GMT	https://brandio.io/envato/iofrm/html/js/jquery.min.js	C:/My%20Web%20Sites/loginPage/brandio.io/envato/iofrm/html/js/jquery.min.js	(from https://brandio.io/envato/iofrm/html/login34.html)
17:23:31	21233/21233	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2008%20Aug%202024%2021:49:00%20GMT	https://brandio.io/envato/iofrm/html/js/popper.min.js	C:/My%20Web%20Sites/loginPage/brandio.io/envato/iofrm/html/js/popper.min.js	(from https://brandio.io/envato/iofrm/html/login34.html)
